periodyear,naicstitle,edr,wage.type,wages
2001,Support Activities for Animal Production,EDR 10 - Southeast,totwageYear,204337
2001,Food Manufacturing,EDR 10 - Southeast,totwageYear,379853241
2001,Agricultural Implement Manufacturing,EDR 10 - Southeast,totwageYear,2695764
2001,Farm Product Raw Material Merchant Wholesalers,EDR 10 - Southeast,totwageYear,22577675
2001,Farm Supplies Merchant Wholesalers,EDR 10 - Southeast,totwageYear,18185964
2018,"Total, All Industries",EDR 11 - 7 County Twin Cities,totwageYear,114039835209
2018,Crop Production,EDR 11 - 7 County Twin Cities,totwageYear,87109254
2018,Animal Production and Aquaculture,EDR 11 - 7 County Twin Cities,totwageYear,8467573
2018,Support Activities for Crop Production,EDR 11 - 7 County Twin Cities,totwageYear,5380393
2018,Support Activities for Animal Production,EDR 11 - 7 County Twin Cities,totwageYear,5798184
2018,Food Manufacturing,EDR 11 - 7 County Twin Cities,totwageYear,561400385
2018,"Pesticide, Fertilizer, and Other Agricultural Chemical Manufacturing",EDR 11 - 7 County Twin Cities,totwageYear,5486992
2018,Agricultural Implement Manufacturing,EDR 11 - 7 County Twin Cities,totwageYear,11972167
2018,Farm Product Raw Material Merchant Wholesalers,EDR 11 - 7 County Twin Cities,totwageYear,464336768
2018,Farm Supplies Merchant Wholesalers,EDR 11 - 7 County Twin Cities,totwageYear,201543643
2017,"Total, All Industries",EDR 11 - 7 County Twin Cities,totwageYear,109457867502
2017,Crop Production,EDR 11 - 7 County Twin Cities,totwageYear,84599555
2017,Animal Production and Aquaculture,EDR 11 - 7 County Twin Cities,totwageYear,8032783
2017,Support Activities for Crop Production,EDR 11 - 7 County Twin Cities,totwageYear,5914805
2017,Support Activities for Animal Production,EDR 11 - 7 County Twin Cities,totwageYear,5565903
2017,Food Manufacturing,EDR 11 - 7 County Twin Cities,totwageYear,543308119
2017,"Pesticide, Fertilizer, and Other Agricultural Chemical Manufacturing",EDR 11 - 7 County Twin Cities,totwageYear,5644212
2017,Farm Product Raw Material Merchant Wholesalers,EDR 11 - 7 County Twin Cities,totwageYear,507730106
2017,Farm Supplies Merchant Wholesalers,EDR 11 - 7 County Twin Cities,totwageYear,187655586
2016,"Total, All Industries",EDR 11 - 7 County Twin Cities,totwageYear,103885975160
2016,Crop Production,EDR 11 - 7 County Twin Cities,totwageYear,76647767
2016,Animal Production and Aquaculture,EDR 11 - 7 County Twin Cities,totwageYear,7491272
2016,Support Activities for Crop Production,EDR 11 - 7 County Twin Cities,totwageYear,5767323
2016,Support Activities for Animal Production,EDR 11 - 7 County Twin Cities,totwageYear,4993939
2016,Food Manufacturing,EDR 11 - 7 County Twin Cities,totwageYear,551230860
2016,"Pesticide, Fertilizer, and Other Agricultural Chemical Manufacturing",EDR 11 - 7 County Twin Cities,totwageYear,4829898
2016,Farm Product Raw Material Merchant Wholesalers,EDR 11 - 7 County Twin Cities,totwageYear,443549172
2016,Farm Supplies Merchant Wholesalers,EDR 11 - 7 County Twin Cities,totwageYear,167901610
2015,"Total, All Industries",EDR 11 - 7 County Twin Cities,totwageYear,101065439446
2015,Crop Production,EDR 11 - 7 County Twin Cities,totwageYear,70308517
2015,Animal Production and Aquaculture,EDR 11 - 7 County Twin Cities,totwageYear,7896087
2015,Support Activities for Crop Production,EDR 11 - 7 County Twin Cities,totwageYear,4192299
2015,Support Activities for Animal Production,EDR 11 - 7 County Twin Cities,totwageYear,4649261
2015,Food Manufacturing,EDR 11 - 7 County Twin Cities,totwageYear,535049426
2015,"Pesticide, Fertilizer, and Other Agricultural Chemical Manufacturing",EDR 11 - 7 County Twin Cities,totwageYear,4765829
2015,Farm Product Raw Material Merchant Wholesalers,EDR 11 - 7 County Twin Cities,totwageYear,479234495
2015,Farm Supplies Merchant Wholesalers,EDR 11 - 7 County Twin Cities,totwageYear,158934981
2014,"Total, All Industries",EDR 11 - 7 County Twin Cities,totwageYear,95598596411
2014,Crop Production,EDR 11 - 7 County Twin Cities,totwageYear,64467239
2014,Animal Production and Aquaculture,EDR 11 - 7 County Twin Cities,totwageYear,7696174
2014,Support Activities for Crop Production,EDR 11 - 7 County Twin Cities,totwageYear,4648251
2014,Support Activities for Animal Production,EDR 11 - 7 County Twin Cities,totwageYear,4840674
2014,Food Manufacturing,EDR 11 - 7 County Twin Cities,totwageYear,535224839
2014,"Pesticide, Fertilizer, and Other Agricultural Chemical Manufacturing",EDR 11 - 7 County Twin Cities,totwageYear,4672483
2014,Farm Product Raw Material Merchant Wholesalers,EDR 11 - 7 County Twin Cities,totwageYear,469690871
2014,Farm Supplies Merchant Wholesalers,EDR 11 - 7 County Twin Cities,totwageYear,159937378
2013,"Total, All Industries",EDR 11 - 7 County Twin Cities,totwageYear,91638755748
2013,Crop Production,EDR 11 - 7 County Twin Cities,totwageYear,66465398
2013,Animal Production and Aquaculture,EDR 11 - 7 County Twin Cities,totwageYear,6544693
2013,Support Activities for Crop Production,EDR 11 - 7 County Twin Cities,totwageYear,6486684
2013,Support Activities for Animal Production,EDR 11 - 7 County Twin Cities,totwageYear,5119081
2013,Food Manufacturing,EDR 11 - 7 County Twin Cities,totwageYear,507795096
2013,"Pesticide, Fertilizer, and Other Agricultural Chemical Manufacturing",EDR 11 - 7 County Twin Cities,totwageYear,4538189
2013,Farm Product Raw Material Merchant Wholesalers,EDR 11 - 7 County Twin Cities,totwageYear,531704775
2013,Farm Supplies Merchant Wholesalers,EDR 11 - 7 County Twin Cities,totwageYear,150702333
2012,"Total, All Industries",EDR 11 - 7 County Twin Cities,totwageYear,89014244781
2012,Crop Production,EDR 11 - 7 County Twin Cities,totwageYear,65600090
2012,Animal Production and Aquaculture,EDR 11 - 7 County Twin Cities,totwageYear,4850879
2012,Support Activities for Crop Production,EDR 11 - 7 County Twin Cities,totwageYear,10401486
2012,Support Activities for Animal Production,EDR 11 - 7 County Twin Cities,totwageYear,4482879
2012,Food Manufacturing,EDR 11 - 7 County Twin Cities,totwageYear,448377019
2012,"Pesticide, Fertilizer, and Other Agricultural Chemical Manufacturing",EDR 11 - 7 County Twin Cities,totwageYear,4403053
2012,Farm Product Raw Material Merchant Wholesalers,EDR 11 - 7 County Twin Cities,totwageYear,488326114
2012,Farm Supplies Merchant Wholesalers,EDR 11 - 7 County Twin Cities,totwageYear,133381195
2011,"Total, All Industries",EDR 11 - 7 County Twin Cities,totwageYear,85060252743
2011,Crop Production,EDR 11 - 7 County Twin Cities,totwageYear,60388633
2011,Animal Production and Aquaculture,EDR 11 - 7 County Twin Cities,totwageYear,4332797
2011,Support Activities for Crop Production,EDR 11 - 7 County Twin Cities,totwageYear,5036783
2011,Support Activities for Animal Production,EDR 11 - 7 County Twin Cities,totwageYear,4452267
2011,Food Manufacturing,EDR 11 - 7 County Twin Cities,totwageYear,434598581
2011,"Pesticide, Fertilizer, and Other Agricultural Chemical Manufacturing",EDR 11 - 7 County Twin Cities,totwageYear,3847820
2011,Agricultural Implement Manufacturing,EDR 11 - 7 County Twin Cities,totwageYear,10693333
2011,Farm Product Raw Material Merchant Wholesalers,EDR 11 - 7 County Twin Cities,totwageYear,532814519
2011,Farm Supplies Merchant Wholesalers,EDR 11 - 7 County Twin Cities,totwageYear,127827669
2010,"Total, All Industries",EDR 11 - 7 County Twin Cities,totwageYear,81509860905
2010,Crop Production,EDR 11 - 7 County Twin Cities,totwageYear,61080851
2010,Animal Production and Aquaculture,EDR 11 - 7 County Twin Cities,totwageYear,4024147
2010,Support Activities for Crop Production,EDR 11 - 7 County Twin Cities,totwageYear,998797
2010,Support Activities for Animal Production,EDR 11 - 7 County Twin Cities,totwageYear,4867842
2010,Food Manufacturing,EDR 11 - 7 County Twin Cities,totwageYear,452269177
2010,"Pesticide, Fertilizer, and Other Agricultural Chemical Manufacturing",EDR 11 - 7 County Twin Cities,totwageYear,3815962
2010,Farm Product Raw Material Merchant Wholesalers,EDR 11 - 7 County Twin Cities,totwageYear,428823422
2010,Farm Supplies Merchant Wholesalers,EDR 11 - 7 County Twin Cities,totwageYear,119867269
2009,"Total, All Industries",EDR 11 - 7 County Twin Cities,totwageYear,79224688986
2009,Crop Production,EDR 11 - 7 County Twin Cities,totwageYear,63364918
2009,Animal Production and Aquaculture,EDR 11 - 7 County Twin Cities,totwageYear,4156429
2009,Support Activities for Crop Production,EDR 11 - 7 County Twin Cities,totwageYear,939188
2009,Support Activities for Animal Production,EDR 11 - 7 County Twin Cities,totwageYear,5166325
2009,Food Manufacturing,EDR 11 - 7 County Twin Cities,totwageYear,422734620
2009,"Pesticide, Fertilizer, and Other Agricultural Chemical Manufacturing",EDR 11 - 7 County Twin Cities,totwageYear,3311260
2009,Agricultural Implement Manufacturing,EDR 11 - 7 County Twin Cities,totwageYear,9787330
2009,Farm Product Raw Material Merchant Wholesalers,EDR 11 - 7 County Twin Cities,totwageYear,415137210
2009,Farm Supplies Merchant Wholesalers,EDR 11 - 7 County Twin Cities,totwageYear,125168732
2008,"Total, All Industries",EDR 11 - 7 County Twin Cities,totwageYear,84473682409
2008,Crop Production,EDR 11 - 7 County Twin Cities,totwageYear,62984011
2008,Animal Production and Aquaculture,EDR 11 - 7 County Twin Cities,totwageYear,4995423
2008,Support Activities for Crop Production,EDR 11 - 7 County Twin Cities,totwageYear,3631420
2008,Support Activities for Animal Production,EDR 11 - 7 County Twin Cities,totwageYear,3616227
2008,Food Manufacturing,EDR 11 - 7 County Twin Cities,totwageYear,420821336
2008,"Pesticide, Fertilizer, and Other Agricultural Chemical Manufacturing",EDR 11 - 7 County Twin Cities,totwageYear,3925278
2008,Agricultural Implement Manufacturing,EDR 11 - 7 County Twin Cities,totwageYear,11200064
2008,Farm Product Raw Material Merchant Wholesalers,EDR 11 - 7 County Twin Cities,totwageYear,364156916
2008,Farm Supplies Merchant Wholesalers,EDR 11 - 7 County Twin Cities,totwageYear,129489217
2007,"Total, All Industries",EDR 11 - 7 County Twin Cities,totwageYear,82491586289
2007,Crop Production,EDR 11 - 7 County Twin Cities,totwageYear,69151901
2007,Animal Production and Aquaculture,EDR 11 - 7 County Twin Cities,totwageYear,4225742
2007,Support Activities for Crop Production,EDR 11 - 7 County Twin Cities,totwageYear,3246945
2007,Support Activities for Animal Production,EDR 11 - 7 County Twin Cities,totwageYear,3732733
2007,Food Manufacturing,EDR 11 - 7 County Twin Cities,totwageYear,457372647
2007,"Pesticide, Fertilizer, and Other Agricultural Chemical Manufacturing",EDR 11 - 7 County Twin Cities,totwageYear,4070768
2007,Agricultural Implement Manufacturing,EDR 11 - 7 County Twin Cities,totwageYear,119849875
2007,Farm Product Raw Material Merchant Wholesalers,EDR 11 - 7 County Twin Cities,totwageYear,256041467
2007,Farm Supplies Merchant Wholesalers,EDR 11 - 7 County Twin Cities,totwageYear,125138097
2006,"Total, All Industries",EDR 11 - 7 County Twin Cities,totwageYear,77690747983
2006,Crop Production,EDR 11 - 7 County Twin Cities,totwageYear,67824565
2006,Animal Production and Aquaculture,EDR 11 - 7 County Twin Cities,totwageYear,1011267.3333333334
2006,Support Activities for Crop Production,EDR 11 - 7 County Twin Cities,totwageYear,3257562
2006,Support Activities for Animal Production,EDR 11 - 7 County Twin Cities,totwageYear,5846105
2006,Food Manufacturing,EDR 11 - 7 County Twin Cities,totwageYear,438895369
2006,"Pesticide, Fertilizer, and Other Agricultural Chemical Manufacturing",EDR 11 - 7 County Twin Cities,totwageYear,3436840
2006,Agricultural Implement Manufacturing,EDR 11 - 7 County Twin Cities,totwageYear,32023837.5
2006,Farm Product Raw Material Merchant Wholesalers,EDR 11 - 7 County Twin Cities,totwageYear,250168509
2006,Farm Supplies Merchant Wholesalers,EDR 11 - 7 County Twin Cities,totwageYear,120890777
2005,"Total, All Industries",EDR 11 - 7 County Twin Cities,totwageYear,74379206682
2005,Crop Production,EDR 11 - 7 County Twin Cities,totwageYear,64227113
2005,Animal Production and Aquaculture,EDR 11 - 7 County Twin Cities,totwageYear,3525952
2005,Support Activities for Crop Production,EDR 11 - 7 County Twin Cities,totwageYear,861662
2005,Support Activities for Animal Production,EDR 11 - 7 County Twin Cities,totwageYear,3721884
2005,Food Manufacturing,EDR 11 - 7 County Twin Cities,totwageYear,438463693
2005,Farm Product Raw Material Merchant Wholesalers,EDR 11 - 7 County Twin Cities,totwageYear,230630963
2005,Farm Supplies Merchant Wholesalers,EDR 11 - 7 County Twin Cities,totwageYear,107110614
2004,"Total, All Industries",EDR 11 - 7 County Twin Cities,totwageYear,72574210852
2004,Crop Production,EDR 11 - 7 County Twin Cities,totwageYear,66729148
2004,Animal Production and Aquaculture,EDR 11 - 7 County Twin Cities,totwageYear,3044858
2004,Support Activities for Animal Production,EDR 11 - 7 County Twin Cities,totwageYear,3790141
2004,Food Manufacturing,EDR 11 - 7 County Twin Cities,totwageYear,451486285
2004,Farm Product Raw Material Merchant Wholesalers,EDR 11 - 7 County Twin Cities,totwageYear,174961055
2004,Farm Supplies Merchant Wholesalers,EDR 11 - 7 County Twin Cities,totwageYear,118679666
2003,"Total, All Industries",EDR 11 - 7 County Twin Cities,totwageYear,68597513367
2003,Crop Production,EDR 11 - 7 County Twin Cities,totwageYear,57277740
2003,Animal Production and Aquaculture,EDR 11 - 7 County Twin Cities,totwageYear,3229703
2003,Support Activities for Animal Production,EDR 11 - 7 County Twin Cities,totwageYear,3555082
2003,Food Manufacturing,EDR 11 - 7 County Twin Cities,totwageYear,517525329
2003,"Pesticide, Fertilizer, and Other Agricultural Chemical Manufacturing",EDR 11 - 7 County Twin Cities,totwageYear,910029
2003,Farm Product Raw Material Merchant Wholesalers,EDR 11 - 7 County Twin Cities,totwageYear,151418740
2003,Farm Supplies Merchant Wholesalers,EDR 11 - 7 County Twin Cities,totwageYear,82681713
2002,"Total, All Industries",EDR 11 - 7 County Twin Cities,totwageYear,66784808586
2002,Crop Production,EDR 11 - 7 County Twin Cities,totwageYear,55131632
2002,Animal Production and Aquaculture,EDR 11 - 7 County Twin Cities,totwageYear,919828.5
2002,Support Activities for Animal Production,EDR 11 - 7 County Twin Cities,totwageYear,4128283
2002,Food Manufacturing,EDR 11 - 7 County Twin Cities,totwageYear,500971872
2002,"Pesticide, Fertilizer, and Other Agricultural Chemical Manufacturing",EDR 11 - 7 County Twin Cities,totwageYear,568841
2002,Farm Product Raw Material Merchant Wholesalers,EDR 11 - 7 County Twin Cities,totwageYear,132199645
2002,Farm Supplies Merchant Wholesalers,EDR 11 - 7 County Twin Cities,totwageYear,76724423
2001,"Total, All Industries",EDR 11 - 7 County Twin Cities,totwageYear,66767511603
2001,Crop Production,EDR 11 - 7 County Twin Cities,totwageYear,52935238
2001,Animal Production and Aquaculture,EDR 11 - 7 County Twin Cities,totwageYear,731888
2001,Support Activities for Crop Production,EDR 11 - 7 County Twin Cities,totwageYear,613769
2001,Support Activities for Animal Production,EDR 11 - 7 County Twin Cities,totwageYear,898805.3333333334
2001,Food Manufacturing,EDR 11 - 7 County Twin Cities,totwageYear,483175296
2001,"Pesticide, Fertilizer, and Other Agricultural Chemical Manufacturing",EDR 11 - 7 County Twin Cities,totwageYear,2588622
2001,Agricultural Implement Manufacturing,EDR 11 - 7 County Twin Cities,totwageYear,88608766
2001,Farm Product Raw Material Merchant Wholesalers,EDR 11 - 7 County Twin Cities,totwageYear,104748103
2001,Farm Supplies Merchant Wholesalers,EDR 11 - 7 County Twin Cities,totwageYear,62103056
