periodyear,naicstitle,areaname,wage.type,wages,countyfp,Dem_RUCA,Dem_Desc,edr,planning.region
2017,Food Manufacturing,Beltrami,totwageYear,107136,007,B,Town/rural mix,EDR  2 - Headwaters,Northwest Minnesota
2016,"Total, All Industries",Beltrami,totwageYear,759355820,007,B,Town/rural mix,EDR  2 - Headwaters,Northwest Minnesota
2016,Food Manufacturing,Beltrami,totwageYear,119790.5,007,B,Town/rural mix,EDR  2 - Headwaters,Northwest Minnesota
2015,"Total, All Industries",Beltrami,totwageYear,726930605,007,B,Town/rural mix,EDR  2 - Headwaters,Northwest Minnesota
2015,Food Manufacturing,Beltrami,totwageYear,531516,007,B,Town/rural mix,EDR  2 - Headwaters,Northwest Minnesota
2014,"Total, All Industries",Beltrami,totwageYear,678959948,007,B,Town/rural mix,EDR  2 - Headwaters,Northwest Minnesota
2014,Food Manufacturing,Beltrami,totwageYear,414552.5,007,B,Town/rural mix,EDR  2 - Headwaters,Northwest Minnesota
2013,"Total, All Industries",Beltrami,totwageYear,639603601,007,B,Town/rural mix,EDR  2 - Headwaters,Northwest Minnesota
2013,Food Manufacturing,Beltrami,totwageYear,361527.6666666667,007,B,Town/rural mix,EDR  2 - Headwaters,Northwest Minnesota
2012,"Total, All Industries",Beltrami,totwageYear,615310323,007,B,Town/rural mix,EDR  2 - Headwaters,Northwest Minnesota
2012,Animal Production and Aquaculture,Beltrami,totwageYear,62705.333333333336,007,B,Town/rural mix,EDR  2 - Headwaters,Northwest Minnesota
2012,Food Manufacturing,Beltrami,totwageYear,1230931,007,B,Town/rural mix,EDR  2 - Headwaters,Northwest Minnesota
2011,"Total, All Industries",Beltrami,totwageYear,574114299,007,B,Town/rural mix,EDR  2 - Headwaters,Northwest Minnesota
2011,Food Manufacturing,Beltrami,totwageYear,266529,007,B,Town/rural mix,EDR  2 - Headwaters,Northwest Minnesota
2010,"Total, All Industries",Beltrami,totwageYear,571690492,007,B,Town/rural mix,EDR  2 - Headwaters,Northwest Minnesota
2009,"Total, All Industries",Beltrami,totwageYear,584539140,007,B,Town/rural mix,EDR  2 - Headwaters,Northwest Minnesota
2008,"Total, All Industries",Beltrami,totwageYear,553420938,007,B,Town/rural mix,EDR  2 - Headwaters,Northwest Minnesota
2008,Food Manufacturing,Beltrami,totwageYear,230027.33333333334,007,B,Town/rural mix,EDR  2 - Headwaters,Northwest Minnesota
2007,"Total, All Industries",Beltrami,totwageYear,532765645,007,B,Town/rural mix,EDR  2 - Headwaters,Northwest Minnesota
2007,Food Manufacturing,Beltrami,totwageYear,903689,007,B,Town/rural mix,EDR  2 - Headwaters,Northwest Minnesota
2006,"Total, All Industries",Beltrami,totwageYear,524261252,007,B,Town/rural mix,EDR  2 - Headwaters,Northwest Minnesota
2005,"Total, All Industries",Beltrami,totwageYear,494088276,007,B,Town/rural mix,EDR  2 - Headwaters,Northwest Minnesota
2004,"Total, All Industries",Beltrami,totwageYear,487942684,007,B,Town/rural mix,EDR  2 - Headwaters,Northwest Minnesota
2004,Farm Supplies Merchant Wholesalers,Beltrami,totwageYear,463189,007,B,Town/rural mix,EDR  2 - Headwaters,Northwest Minnesota
2003,"Total, All Industries",Beltrami,totwageYear,474004530,007,B,Town/rural mix,EDR  2 - Headwaters,Northwest Minnesota
2003,Farm Supplies Merchant Wholesalers,Beltrami,totwageYear,436427,007,B,Town/rural mix,EDR  2 - Headwaters,Northwest Minnesota
2002,"Total, All Industries",Beltrami,totwageYear,456891032,007,B,Town/rural mix,EDR  2 - Headwaters,Northwest Minnesota
2002,Farm Supplies Merchant Wholesalers,Beltrami,totwageYear,372133,007,B,Town/rural mix,EDR  2 - Headwaters,Northwest Minnesota
2001,"Total, All Industries",Beltrami,totwageYear,430087926,007,B,Town/rural mix,EDR  2 - Headwaters,Northwest Minnesota
2001,Farm Supplies Merchant Wholesalers,Beltrami,totwageYear,337193,007,B,Town/rural mix,EDR  2 - Headwaters,Northwest Minnesota
2018,"Total, All Industries",Benton,totwageYear,737683779,009,C,Urban/town/rural mix,EDR  7W- Central,Central Minnesota
2018,Crop Production,Benton,totwageYear,2857801,009,C,Urban/town/rural mix,EDR  7W- Central,Central Minnesota
2018,Support Activities for Animal Production,Benton,totwageYear,165302,009,C,Urban/town/rural mix,EDR  7W- Central,Central Minnesota
2018,Food Manufacturing,Benton,totwageYear,33374943,009,C,Urban/town/rural mix,EDR  7W- Central,Central Minnesota
2017,"Total, All Industries",Benton,totwageYear,710798391,009,C,Urban/town/rural mix,EDR  7W- Central,Central Minnesota
2017,Crop Production,Benton,totwageYear,1959704,009,C,Urban/town/rural mix,EDR  7W- Central,Central Minnesota
2017,Support Activities for Animal Production,Benton,totwageYear,188900,009,C,Urban/town/rural mix,EDR  7W- Central,Central Minnesota
2017,Food Manufacturing,Benton,totwageYear,33916312,009,C,Urban/town/rural mix,EDR  7W- Central,Central Minnesota
2016,"Total, All Industries",Benton,totwageYear,679380500,009,C,Urban/town/rural mix,EDR  7W- Central,Central Minnesota
2016,Crop Production,Benton,totwageYear,1708704,009,C,Urban/town/rural mix,EDR  7W- Central,Central Minnesota
2016,Support Activities for Animal Production,Benton,totwageYear,168031,009,C,Urban/town/rural mix,EDR  7W- Central,Central Minnesota
2016,Food Manufacturing,Benton,totwageYear,34695368,009,C,Urban/town/rural mix,EDR  7W- Central,Central Minnesota
2015,"Total, All Industries",Benton,totwageYear,650910490,009,C,Urban/town/rural mix,EDR  7W- Central,Central Minnesota
2015,Crop Production,Benton,totwageYear,1505195,009,C,Urban/town/rural mix,EDR  7W- Central,Central Minnesota
2015,Animal Production and Aquaculture,Benton,totwageYear,1772887,009,C,Urban/town/rural mix,EDR  7W- Central,Central Minnesota
2015,Food Manufacturing,Benton,totwageYear,30648227,009,C,Urban/town/rural mix,EDR  7W- Central,Central Minnesota
2014,"Total, All Industries",Benton,totwageYear,613163109,009,C,Urban/town/rural mix,EDR  7W- Central,Central Minnesota
2014,Crop Production,Benton,totwageYear,290725,009,C,Urban/town/rural mix,EDR  7W- Central,Central Minnesota
2014,Animal Production and Aquaculture,Benton,totwageYear,7545604,009,C,Urban/town/rural mix,EDR  7W- Central,Central Minnesota
2014,Food Manufacturing,Benton,totwageYear,29793738,009,C,Urban/town/rural mix,EDR  7W- Central,Central Minnesota
2013,"Total, All Industries",Benton,totwageYear,586657676,009,C,Urban/town/rural mix,EDR  7W- Central,Central Minnesota
2013,Crop Production,Benton,totwageYear,1099973,009,C,Urban/town/rural mix,EDR  7W- Central,Central Minnesota
2013,Animal Production and Aquaculture,Benton,totwageYear,7027524,009,C,Urban/town/rural mix,EDR  7W- Central,Central Minnesota
2013,Food Manufacturing,Benton,totwageYear,27593330,009,C,Urban/town/rural mix,EDR  7W- Central,Central Minnesota
2012,"Total, All Industries",Benton,totwageYear,583803067,009,C,Urban/town/rural mix,EDR  7W- Central,Central Minnesota
2012,Crop Production,Benton,totwageYear,1010402,009,C,Urban/town/rural mix,EDR  7W- Central,Central Minnesota
2012,Animal Production and Aquaculture,Benton,totwageYear,6218571,009,C,Urban/town/rural mix,EDR  7W- Central,Central Minnesota
2012,Support Activities for Animal Production,Benton,totwageYear,46397,009,C,Urban/town/rural mix,EDR  7W- Central,Central Minnesota
2012,Food Manufacturing,Benton,totwageYear,25427223,009,C,Urban/town/rural mix,EDR  7W- Central,Central Minnesota
2011,"Total, All Industries",Benton,totwageYear,555432703,009,C,Urban/town/rural mix,EDR  7W- Central,Central Minnesota
2011,Crop Production,Benton,totwageYear,267488.6666666667,009,C,Urban/town/rural mix,EDR  7W- Central,Central Minnesota
2011,Animal Production and Aquaculture,Benton,totwageYear,6008397,009,C,Urban/town/rural mix,EDR  7W- Central,Central Minnesota
2011,Food Manufacturing,Benton,totwageYear,26351538,009,C,Urban/town/rural mix,EDR  7W- Central,Central Minnesota
2010,"Total, All Industries",Benton,totwageYear,539719581,009,C,Urban/town/rural mix,EDR  7W- Central,Central Minnesota
2010,Animal Production and Aquaculture,Benton,totwageYear,5913486,009,C,Urban/town/rural mix,EDR  7W- Central,Central Minnesota
2010,Food Manufacturing,Benton,totwageYear,26914582,009,C,Urban/town/rural mix,EDR  7W- Central,Central Minnesota
2009,"Total, All Industries",Benton,totwageYear,532822591,009,C,Urban/town/rural mix,EDR  7W- Central,Central Minnesota
2009,Animal Production and Aquaculture,Benton,totwageYear,5416539,009,C,Urban/town/rural mix,EDR  7W- Central,Central Minnesota
2009,Food Manufacturing,Benton,totwageYear,26361599,009,C,Urban/town/rural mix,EDR  7W- Central,Central Minnesota
2008,"Total, All Industries",Benton,totwageYear,543077790,009,C,Urban/town/rural mix,EDR  7W- Central,Central Minnesota
2008,Crop Production,Benton,totwageYear,241919.66666666666,009,C,Urban/town/rural mix,EDR  7W- Central,Central Minnesota
2008,Animal Production and Aquaculture,Benton,totwageYear,1289228,009,C,Urban/town/rural mix,EDR  7W- Central,Central Minnesota
2008,Food Manufacturing,Benton,totwageYear,6121796,009,C,Urban/town/rural mix,EDR  7W- Central,Central Minnesota
2007,"Total, All Industries",Benton,totwageYear,558367441,009,C,Urban/town/rural mix,EDR  7W- Central,Central Minnesota
2007,Crop Production,Benton,totwageYear,129333,009,C,Urban/town/rural mix,EDR  7W- Central,Central Minnesota
2007,Animal Production and Aquaculture,Benton,totwageYear,1159111.3333333333,009,C,Urban/town/rural mix,EDR  7W- Central,Central Minnesota
2007,Food Manufacturing,Benton,totwageYear,23689450,009,C,Urban/town/rural mix,EDR  7W- Central,Central Minnesota
2006,"Total, All Industries",Benton,totwageYear,531791858,009,C,Urban/town/rural mix,EDR  7W- Central,Central Minnesota
2006,Crop Production,Benton,totwageYear,119518,009,C,Urban/town/rural mix,EDR  7W- Central,Central Minnesota
2006,Animal Production and Aquaculture,Benton,totwageYear,5490077,009,C,Urban/town/rural mix,EDR  7W- Central,Central Minnesota
2006,Food Manufacturing,Benton,totwageYear,22244509,009,C,Urban/town/rural mix,EDR  7W- Central,Central Minnesota
2005,"Total, All Industries",Benton,totwageYear,508446030,009,C,Urban/town/rural mix,EDR  7W- Central,Central Minnesota
2005,Animal Production and Aquaculture,Benton,totwageYear,5490261,009,C,Urban/town/rural mix,EDR  7W- Central,Central Minnesota
2005,Food Manufacturing,Benton,totwageYear,20427654,009,C,Urban/town/rural mix,EDR  7W- Central,Central Minnesota
2004,"Total, All Industries",Benton,totwageYear,448433924,009,C,Urban/town/rural mix,EDR  7W- Central,Central Minnesota
2004,Crop Production,Benton,totwageYear,163358,009,C,Urban/town/rural mix,EDR  7W- Central,Central Minnesota
2004,Animal Production and Aquaculture,Benton,totwageYear,5037970,009,C,Urban/town/rural mix,EDR  7W- Central,Central Minnesota
2004,Food Manufacturing,Benton,totwageYear,4535264,009,C,Urban/town/rural mix,EDR  7W- Central,Central Minnesota
2003,"Total, All Industries",Benton,totwageYear,421332724,009,C,Urban/town/rural mix,EDR  7W- Central,Central Minnesota
2003,Animal Production and Aquaculture,Benton,totwageYear,5049894,009,C,Urban/town/rural mix,EDR  7W- Central,Central Minnesota
2003,Food Manufacturing,Benton,totwageYear,18561770,009,C,Urban/town/rural mix,EDR  7W- Central,Central Minnesota
2002,"Total, All Industries",Benton,totwageYear,398121671,009,C,Urban/town/rural mix,EDR  7W- Central,Central Minnesota
2002,Crop Production,Benton,totwageYear,333636,009,C,Urban/town/rural mix,EDR  7W- Central,Central Minnesota
2002,Animal Production and Aquaculture,Benton,totwageYear,5234346,009,C,Urban/town/rural mix,EDR  7W- Central,Central Minnesota
2002,Food Manufacturing,Benton,totwageYear,18260401,009,C,Urban/town/rural mix,EDR  7W- Central,Central Minnesota
2001,"Total, All Industries",Benton,totwageYear,383777531,009,C,Urban/town/rural mix,EDR  7W- Central,Central Minnesota
2001,Animal Production and Aquaculture,Benton,totwageYear,5177470,009,C,Urban/town/rural mix,EDR  7W- Central,Central Minnesota
2001,Food Manufacturing,Benton,totwageYear,18190211,009,C,Urban/town/rural mix,EDR  7W- Central,Central Minnesota
2018,"Total, All Industries",Big Stone,totwageYear,65937093,011,A,Entirely rural,EDR  6W- Upper Minnesota Valley,Southwest Minnesota
2018,Animal Production and Aquaculture,Big Stone,totwageYear,208118.33333333334,011,A,Entirely rural,EDR  6W- Upper Minnesota Valley,Southwest Minnesota
2017,"Total, All Industries",Big Stone,totwageYear,66897939,011,A,Entirely rural,EDR  6W- Upper Minnesota Valley,Southwest Minnesota
2017,Animal Production and Aquaculture,Big Stone,totwageYear,245320,011,A,Entirely rural,EDR  6W- Upper Minnesota Valley,Southwest Minnesota
2016,"Total, All Industries",Big Stone,totwageYear,68751718,011,A,Entirely rural,EDR  6W- Upper Minnesota Valley,Southwest Minnesota
2015,"Total, All Industries",Big Stone,totwageYear,64032918,011,A,Entirely rural,EDR  6W- Upper Minnesota Valley,Southwest Minnesota
2015,Animal Production and Aquaculture,Big Stone,totwageYear,165138.5,011,A,Entirely rural,EDR  6W- Upper Minnesota Valley,Southwest Minnesota
2014,"Total, All Industries",Big Stone,totwageYear,59354369,011,A,Entirely rural,EDR  6W- Upper Minnesota Valley,Southwest Minnesota
2013,"Total, All Industries",Big Stone,totwageYear,56604789,011,A,Entirely rural,EDR  6W- Upper Minnesota Valley,Southwest Minnesota
2013,Animal Production and Aquaculture,Big Stone,totwageYear,182413,011,A,Entirely rural,EDR  6W- Upper Minnesota Valley,Southwest Minnesota
2012,"Total, All Industries",Big Stone,totwageYear,59922121,011,A,Entirely rural,EDR  6W- Upper Minnesota Valley,Southwest Minnesota
2012,Animal Production and Aquaculture,Big Stone,totwageYear,172487,011,A,Entirely rural,EDR  6W- Upper Minnesota Valley,Southwest Minnesota
2011,"Total, All Industries",Big Stone,totwageYear,58433974,011,A,Entirely rural,EDR  6W- Upper Minnesota Valley,Southwest Minnesota
2011,Animal Production and Aquaculture,Big Stone,totwageYear,166380,011,A,Entirely rural,EDR  6W- Upper Minnesota Valley,Southwest Minnesota
2010,"Total, All Industries",Big Stone,totwageYear,55315442,011,A,Entirely rural,EDR  6W- Upper Minnesota Valley,Southwest Minnesota
2009,"Total, All Industries",Big Stone,totwageYear,54644212,011,A,Entirely rural,EDR  6W- Upper Minnesota Valley,Southwest Minnesota
2008,"Total, All Industries",Big Stone,totwageYear,51538464,011,A,Entirely rural,EDR  6W- Upper Minnesota Valley,Southwest Minnesota
2007,"Total, All Industries",Big Stone,totwageYear,49080605,011,A,Entirely rural,EDR  6W- Upper Minnesota Valley,Southwest Minnesota
2007,Farm Product Raw Material Merchant Wholesalers,Big Stone,totwageYear,389382,011,A,Entirely rural,EDR  6W- Upper Minnesota Valley,Southwest Minnesota
2006,"Total, All Industries",Big Stone,totwageYear,46598192,011,A,Entirely rural,EDR  6W- Upper Minnesota Valley,Southwest Minnesota
2006,Farm Product Raw Material Merchant Wholesalers,Big Stone,totwageYear,399252,011,A,Entirely rural,EDR  6W- Upper Minnesota Valley,Southwest Minnesota
2005,"Total, All Industries",Big Stone,totwageYear,43167945,011,A,Entirely rural,EDR  6W- Upper Minnesota Valley,Southwest Minnesota
2005,Farm Product Raw Material Merchant Wholesalers,Big Stone,totwageYear,423153.3333333333,011,A,Entirely rural,EDR  6W- Upper Minnesota Valley,Southwest Minnesota
2004,"Total, All Industries",Big Stone,totwageYear,42965443,011,A,Entirely rural,EDR  6W- Upper Minnesota Valley,Southwest Minnesota
2004,Farm Product Raw Material Merchant Wholesalers,Big Stone,totwageYear,360932.6666666667,011,A,Entirely rural,EDR  6W- Upper Minnesota Valley,Southwest Minnesota
2003,"Total, All Industries",Big Stone,totwageYear,41107483,011,A,Entirely rural,EDR  6W- Upper Minnesota Valley,Southwest Minnesota
2003,Farm Product Raw Material Merchant Wholesalers,Big Stone,totwageYear,294542.5,011,A,Entirely rural,EDR  6W- Upper Minnesota Valley,Southwest Minnesota
2002,"Total, All Industries",Big Stone,totwageYear,40555378,011,A,Entirely rural,EDR  6W- Upper Minnesota Valley,Southwest Minnesota
2001,"Total, All Industries",Big Stone,totwageYear,37522523,011,A,Entirely rural,EDR  6W- Upper Minnesota Valley,Southwest Minnesota
2018,"Total, All Industries",Blue Earth,totwageYear,1767010777,013,D,Entirely urban,EDR  9 - South Central,Southwest Minnesota
2018,Animal Production and Aquaculture,Blue Earth,totwageYear,8477483,013,D,Entirely urban,EDR  9 - South Central,Southwest Minnesota
2018,Support Activities for Crop Production,Blue Earth,totwageYear,579605,013,D,Entirely urban,EDR  9 - South Central,Southwest Minnesota
2018,Support Activities for Animal Production,Blue Earth,totwageYear,613257,013,D,Entirely urban,EDR  9 - South Central,Southwest Minnesota
2018,Food Manufacturing,Blue Earth,totwageYear,73056818,013,D,Entirely urban,EDR  9 - South Central,Southwest Minnesota
2018,Farm Product Raw Material Merchant Wholesalers,Blue Earth,totwageYear,9982016,013,D,Entirely urban,EDR  9 - South Central,Southwest Minnesota
2018,Farm Supplies Merchant Wholesalers,Blue Earth,totwageYear,6964657,013,D,Entirely urban,EDR  9 - South Central,Southwest Minnesota
2017,"Total, All Industries",Blue Earth,totwageYear,1709842640,013,D,Entirely urban,EDR  9 - South Central,Southwest Minnesota
2017,Animal Production and Aquaculture,Blue Earth,totwageYear,8376852,013,D,Entirely urban,EDR  9 - South Central,Southwest Minnesota
2017,Support Activities for Crop Production,Blue Earth,totwageYear,3005622,013,D,Entirely urban,EDR  9 - South Central,Southwest Minnesota
2017,Support Activities for Animal Production,Blue Earth,totwageYear,2504695,013,D,Entirely urban,EDR  9 - South Central,Southwest Minnesota
2017,Food Manufacturing,Blue Earth,totwageYear,70672774,013,D,Entirely urban,EDR  9 - South Central,Southwest Minnesota
2017,Farm Product Raw Material Merchant Wholesalers,Blue Earth,totwageYear,9219554,013,D,Entirely urban,EDR  9 - South Central,Southwest Minnesota
2016,"Total, All Industries",Blue Earth,totwageYear,1624103354,013,D,Entirely urban,EDR  9 - South Central,Southwest Minnesota
2016,Crop Production,Blue Earth,totwageYear,3399893,013,D,Entirely urban,EDR  9 - South Central,Southwest Minnesota
2016,Animal Production and Aquaculture,Blue Earth,totwageYear,8656782,013,D,Entirely urban,EDR  9 - South Central,Southwest Minnesota
2016,Support Activities for Animal Production,Blue Earth,totwageYear,487630,013,D,Entirely urban,EDR  9 - South Central,Southwest Minnesota
2016,Food Manufacturing,Blue Earth,totwageYear,64175306,013,D,Entirely urban,EDR  9 - South Central,Southwest Minnesota
2016,Farm Product Raw Material Merchant Wholesalers,Blue Earth,totwageYear,15946245,013,D,Entirely urban,EDR  9 - South Central,Southwest Minnesota
2015,"Total, All Industries",Blue Earth,totwageYear,1547976710,013,D,Entirely urban,EDR  9 - South Central,Southwest Minnesota
2015,Crop Production,Blue Earth,totwageYear,2341287,013,D,Entirely urban,EDR  9 - South Central,Southwest Minnesota
