periodyear,naicstitle,edr,emp.break,emp,planning.region
2004,Food Manufacturing,EDR 10 - Southeast,empYear,9972,Southeast
2004,Agricultural Implement Manufacturing,EDR 10 - Southeast,empYear,60,Southeast
2004,Farm Product Raw Material Merchant Wholesalers,EDR 10 - Southeast,empYear,590,Southeast
2004,Farm Supplies Merchant Wholesalers,EDR 10 - Southeast,empYear,659,Southeast
2003,"Total, All Industries",EDR 10 - Southeast,empYear,225533,Southeast
2003,Crop Production,EDR 10 - Southeast,empYear,455,Southeast
2003,Animal Production and Aquaculture,EDR 10 - Southeast,empYear,1382,Southeast
2003,Support Activities for Crop Production,EDR 10 - Southeast,empYear,52,Southeast
2003,Support Activities for Animal Production,EDR 10 - Southeast,empYear,72,Southeast
2003,Food Manufacturing,EDR 10 - Southeast,empYear,10301,Southeast
2003,Agricultural Implement Manufacturing,EDR 10 - Southeast,empYear,61,Southeast
2003,Farm Product Raw Material Merchant Wholesalers,EDR 10 - Southeast,empYear,639,Southeast
2003,Farm Supplies Merchant Wholesalers,EDR 10 - Southeast,empYear,616,Southeast
2002,"Total, All Industries",EDR 10 - Southeast,empYear,226287,Southeast
2002,Crop Production,EDR 10 - Southeast,empYear,442,Southeast
2002,Animal Production and Aquaculture,EDR 10 - Southeast,empYear,1379,Southeast
2002,Support Activities for Animal Production,EDR 10 - Southeast,empYear,76,Southeast
2002,Food Manufacturing,EDR 10 - Southeast,empYear,10378,Southeast
2002,Agricultural Implement Manufacturing,EDR 10 - Southeast,empYear,54,Southeast
2002,Farm Product Raw Material Merchant Wholesalers,EDR 10 - Southeast,empYear,688,Southeast
2002,Farm Supplies Merchant Wholesalers,EDR 10 - Southeast,empYear,600,Southeast
2001,"Total, All Industries",EDR 10 - Southeast,empYear,226979,Southeast
2001,Crop Production,EDR 10 - Southeast,empYear,442,Southeast
2001,Animal Production and Aquaculture,EDR 10 - Southeast,empYear,1283,Southeast
2001,Support Activities for Crop Production,EDR 10 - Southeast,empYear,37,Southeast
2001,Support Activities for Animal Production,EDR 10 - Southeast,empYear,10,Southeast
2001,Food Manufacturing,EDR 10 - Southeast,empYear,10610,Southeast
2001,Agricultural Implement Manufacturing,EDR 10 - Southeast,empYear,96,Southeast
2001,Farm Product Raw Material Merchant Wholesalers,EDR 10 - Southeast,empYear,720,Southeast
2001,Farm Supplies Merchant Wholesalers,EDR 10 - Southeast,empYear,604,Southeast
2018,"Total, All Industries",EDR 11 - 7 County Twin Cities,empYear,1762242,Seven County Mpls-St Paul
2018,Crop Production,EDR 11 - 7 County Twin Cities,empYear,2428,Seven County Mpls-St Paul
2018,Animal Production and Aquaculture,EDR 11 - 7 County Twin Cities,empYear,234,Seven County Mpls-St Paul
2018,Support Activities for Crop Production,EDR 11 - 7 County Twin Cities,empYear,98,Seven County Mpls-St Paul
2018,Support Activities for Animal Production,EDR 11 - 7 County Twin Cities,empYear,196,Seven County Mpls-St Paul
2018,Food Manufacturing,EDR 11 - 7 County Twin Cities,empYear,10998,Seven County Mpls-St Paul
2018,"Pesticide, Fertilizer, and Other Agricultural Chemical Manufacturing",EDR 11 - 7 County Twin Cities,empYear,68,Seven County Mpls-St Paul
2018,Agricultural Implement Manufacturing,EDR 11 - 7 County Twin Cities,empYear,134,Seven County Mpls-St Paul
2018,Farm Product Raw Material Merchant Wholesalers,EDR 11 - 7 County Twin Cities,empYear,3001,Seven County Mpls-St Paul
2018,Farm Supplies Merchant Wholesalers,EDR 11 - 7 County Twin Cities,empYear,1698,Seven County Mpls-St Paul
2017,"Total, All Industries",EDR 11 - 7 County Twin Cities,empYear,1739556,Seven County Mpls-St Paul
2017,Crop Production,EDR 11 - 7 County Twin Cities,empYear,2420,Seven County Mpls-St Paul
2017,Animal Production and Aquaculture,EDR 11 - 7 County Twin Cities,empYear,235,Seven County Mpls-St Paul
2017,Support Activities for Crop Production,EDR 11 - 7 County Twin Cities,empYear,106,Seven County Mpls-St Paul
2017,Support Activities for Animal Production,EDR 11 - 7 County Twin Cities,empYear,190,Seven County Mpls-St Paul
2017,Food Manufacturing,EDR 11 - 7 County Twin Cities,empYear,10966,Seven County Mpls-St Paul
2017,"Pesticide, Fertilizer, and Other Agricultural Chemical Manufacturing",EDR 11 - 7 County Twin Cities,empYear,66,Seven County Mpls-St Paul
2017,Farm Product Raw Material Merchant Wholesalers,EDR 11 - 7 County Twin Cities,empYear,3471,Seven County Mpls-St Paul
2017,Farm Supplies Merchant Wholesalers,EDR 11 - 7 County Twin Cities,empYear,1595,Seven County Mpls-St Paul
2016,"Total, All Industries",EDR 11 - 7 County Twin Cities,empYear,1706026,Seven County Mpls-St Paul
2016,Crop Production,EDR 11 - 7 County Twin Cities,empYear,2305,Seven County Mpls-St Paul
2016,Animal Production and Aquaculture,EDR 11 - 7 County Twin Cities,empYear,222,Seven County Mpls-St Paul
2016,Support Activities for Crop Production,EDR 11 - 7 County Twin Cities,empYear,101,Seven County Mpls-St Paul
2016,Support Activities for Animal Production,EDR 11 - 7 County Twin Cities,empYear,174,Seven County Mpls-St Paul
2016,Food Manufacturing,EDR 11 - 7 County Twin Cities,empYear,11587,Seven County Mpls-St Paul
2016,"Pesticide, Fertilizer, and Other Agricultural Chemical Manufacturing",EDR 11 - 7 County Twin Cities,empYear,59,Seven County Mpls-St Paul
2016,Farm Product Raw Material Merchant Wholesalers,EDR 11 - 7 County Twin Cities,empYear,3457,Seven County Mpls-St Paul
2016,Farm Supplies Merchant Wholesalers,EDR 11 - 7 County Twin Cities,empYear,1538,Seven County Mpls-St Paul
2015,"Total, All Industries",EDR 11 - 7 County Twin Cities,empYear,1675292,Seven County Mpls-St Paul
2015,Crop Production,EDR 11 - 7 County Twin Cities,empYear,2207,Seven County Mpls-St Paul
2015,Animal Production and Aquaculture,EDR 11 - 7 County Twin Cities,empYear,233,Seven County Mpls-St Paul
2015,Support Activities for Crop Production,EDR 11 - 7 County Twin Cities,empYear,82,Seven County Mpls-St Paul
2015,Support Activities for Animal Production,EDR 11 - 7 County Twin Cities,empYear,176,Seven County Mpls-St Paul
2015,Food Manufacturing,EDR 11 - 7 County Twin Cities,empYear,11705,Seven County Mpls-St Paul
2015,"Pesticide, Fertilizer, and Other Agricultural Chemical Manufacturing",EDR 11 - 7 County Twin Cities,empYear,60,Seven County Mpls-St Paul
2015,Farm Product Raw Material Merchant Wholesalers,EDR 11 - 7 County Twin Cities,empYear,3560,Seven County Mpls-St Paul
2015,Farm Supplies Merchant Wholesalers,EDR 11 - 7 County Twin Cities,empYear,1470,Seven County Mpls-St Paul
2014,"Total, All Industries",EDR 11 - 7 County Twin Cities,empYear,1643371,Seven County Mpls-St Paul
2014,Crop Production,EDR 11 - 7 County Twin Cities,empYear,2223,Seven County Mpls-St Paul
2014,Animal Production and Aquaculture,EDR 11 - 7 County Twin Cities,empYear,257,Seven County Mpls-St Paul
2014,Support Activities for Crop Production,EDR 11 - 7 County Twin Cities,empYear,82,Seven County Mpls-St Paul
2014,Support Activities for Animal Production,EDR 11 - 7 County Twin Cities,empYear,187,Seven County Mpls-St Paul
2014,Food Manufacturing,EDR 11 - 7 County Twin Cities,empYear,11545,Seven County Mpls-St Paul
2014,"Pesticide, Fertilizer, and Other Agricultural Chemical Manufacturing",EDR 11 - 7 County Twin Cities,empYear,69,Seven County Mpls-St Paul
2014,Farm Product Raw Material Merchant Wholesalers,EDR 11 - 7 County Twin Cities,empYear,3620,Seven County Mpls-St Paul
2014,Farm Supplies Merchant Wholesalers,EDR 11 - 7 County Twin Cities,empYear,1565,Seven County Mpls-St Paul
2013,"Total, All Industries",EDR 11 - 7 County Twin Cities,empYear,1620612,Seven County Mpls-St Paul
2013,Crop Production,EDR 11 - 7 County Twin Cities,empYear,2450,Seven County Mpls-St Paul
2013,Animal Production and Aquaculture,EDR 11 - 7 County Twin Cities,empYear,229,Seven County Mpls-St Paul
2013,Support Activities for Crop Production,EDR 11 - 7 County Twin Cities,empYear,90,Seven County Mpls-St Paul
2013,Support Activities for Animal Production,EDR 11 - 7 County Twin Cities,empYear,188,Seven County Mpls-St Paul
2013,Food Manufacturing,EDR 11 - 7 County Twin Cities,empYear,11552,Seven County Mpls-St Paul
2013,"Pesticide, Fertilizer, and Other Agricultural Chemical Manufacturing",EDR 11 - 7 County Twin Cities,empYear,70,Seven County Mpls-St Paul
2013,Farm Product Raw Material Merchant Wholesalers,EDR 11 - 7 County Twin Cities,empYear,3774,Seven County Mpls-St Paul
2013,Farm Supplies Merchant Wholesalers,EDR 11 - 7 County Twin Cities,empYear,1440,Seven County Mpls-St Paul
2012,"Total, All Industries",EDR 11 - 7 County Twin Cities,empYear,1590978,Seven County Mpls-St Paul
2012,Crop Production,EDR 11 - 7 County Twin Cities,empYear,2525,Seven County Mpls-St Paul
2012,Animal Production and Aquaculture,EDR 11 - 7 County Twin Cities,empYear,177,Seven County Mpls-St Paul
2012,Support Activities for Crop Production,EDR 11 - 7 County Twin Cities,empYear,105,Seven County Mpls-St Paul
2012,Support Activities for Animal Production,EDR 11 - 7 County Twin Cities,empYear,169,Seven County Mpls-St Paul
2012,Food Manufacturing,EDR 11 - 7 County Twin Cities,empYear,10454,Seven County Mpls-St Paul
2012,"Pesticide, Fertilizer, and Other Agricultural Chemical Manufacturing",EDR 11 - 7 County Twin Cities,empYear,68,Seven County Mpls-St Paul
2012,Farm Product Raw Material Merchant Wholesalers,EDR 11 - 7 County Twin Cities,empYear,3710,Seven County Mpls-St Paul
2012,Farm Supplies Merchant Wholesalers,EDR 11 - 7 County Twin Cities,empYear,1325,Seven County Mpls-St Paul
2011,"Total, All Industries",EDR 11 - 7 County Twin Cities,empYear,1564666,Seven County Mpls-St Paul
2011,Crop Production,EDR 11 - 7 County Twin Cities,empYear,2481,Seven County Mpls-St Paul
2011,Animal Production and Aquaculture,EDR 11 - 7 County Twin Cities,empYear,170,Seven County Mpls-St Paul
2011,Support Activities for Crop Production,EDR 11 - 7 County Twin Cities,empYear,102,Seven County Mpls-St Paul
2011,Support Activities for Animal Production,EDR 11 - 7 County Twin Cities,empYear,174,Seven County Mpls-St Paul
2011,Food Manufacturing,EDR 11 - 7 County Twin Cities,empYear,10316,Seven County Mpls-St Paul
2011,"Pesticide, Fertilizer, and Other Agricultural Chemical Manufacturing",EDR 11 - 7 County Twin Cities,empYear,63,Seven County Mpls-St Paul
2011,Agricultural Implement Manufacturing,EDR 11 - 7 County Twin Cities,empYear,150,Seven County Mpls-St Paul
2011,Farm Product Raw Material Merchant Wholesalers,EDR 11 - 7 County Twin Cities,empYear,3597,Seven County Mpls-St Paul
2011,Farm Supplies Merchant Wholesalers,EDR 11 - 7 County Twin Cities,empYear,1183,Seven County Mpls-St Paul
2010,"Total, All Industries",EDR 11 - 7 County Twin Cities,empYear,1537041,Seven County Mpls-St Paul
2010,Crop Production,EDR 11 - 7 County Twin Cities,empYear,2507,Seven County Mpls-St Paul
2010,Animal Production and Aquaculture,EDR 11 - 7 County Twin Cities,empYear,156,Seven County Mpls-St Paul
2010,Support Activities for Crop Production,EDR 11 - 7 County Twin Cities,empYear,43,Seven County Mpls-St Paul
2010,Support Activities for Animal Production,EDR 11 - 7 County Twin Cities,empYear,181,Seven County Mpls-St Paul
2010,Food Manufacturing,EDR 11 - 7 County Twin Cities,empYear,10098,Seven County Mpls-St Paul
2010,"Pesticide, Fertilizer, and Other Agricultural Chemical Manufacturing",EDR 11 - 7 County Twin Cities,empYear,64,Seven County Mpls-St Paul
2010,Farm Product Raw Material Merchant Wholesalers,EDR 11 - 7 County Twin Cities,empYear,3033,Seven County Mpls-St Paul
2010,Farm Supplies Merchant Wholesalers,EDR 11 - 7 County Twin Cities,empYear,1198,Seven County Mpls-St Paul
2009,"Total, All Industries",EDR 11 - 7 County Twin Cities,empYear,1541810,Seven County Mpls-St Paul
2009,Crop Production,EDR 11 - 7 County Twin Cities,empYear,2568,Seven County Mpls-St Paul
2009,Animal Production and Aquaculture,EDR 11 - 7 County Twin Cities,empYear,158,Seven County Mpls-St Paul
2009,Support Activities for Crop Production,EDR 11 - 7 County Twin Cities,empYear,41,Seven County Mpls-St Paul
2009,Support Activities for Animal Production,EDR 11 - 7 County Twin Cities,empYear,186,Seven County Mpls-St Paul
2009,Food Manufacturing,EDR 11 - 7 County Twin Cities,empYear,10006,Seven County Mpls-St Paul
2009,"Pesticide, Fertilizer, and Other Agricultural Chemical Manufacturing",EDR 11 - 7 County Twin Cities,empYear,57,Seven County Mpls-St Paul
2009,Agricultural Implement Manufacturing,EDR 11 - 7 County Twin Cities,empYear,134,Seven County Mpls-St Paul
2009,Farm Product Raw Material Merchant Wholesalers,EDR 11 - 7 County Twin Cities,empYear,2837,Seven County Mpls-St Paul
2009,Farm Supplies Merchant Wholesalers,EDR 11 - 7 County Twin Cities,empYear,1235,Seven County Mpls-St Paul
2008,"Total, All Industries",EDR 11 - 7 County Twin Cities,empYear,1612796,Seven County Mpls-St Paul
2008,Crop Production,EDR 11 - 7 County Twin Cities,empYear,2538,Seven County Mpls-St Paul
2008,Animal Production and Aquaculture,EDR 11 - 7 County Twin Cities,empYear,179,Seven County Mpls-St Paul
2008,Support Activities for Crop Production,EDR 11 - 7 County Twin Cities,empYear,100,Seven County Mpls-St Paul
2008,Support Activities for Animal Production,EDR 11 - 7 County Twin Cities,empYear,156,Seven County Mpls-St Paul
2008,Food Manufacturing,EDR 11 - 7 County Twin Cities,empYear,9881,Seven County Mpls-St Paul
2008,"Pesticide, Fertilizer, and Other Agricultural Chemical Manufacturing",EDR 11 - 7 County Twin Cities,empYear,66,Seven County Mpls-St Paul
2008,Agricultural Implement Manufacturing,EDR 11 - 7 County Twin Cities,empYear,149,Seven County Mpls-St Paul
2008,Farm Product Raw Material Merchant Wholesalers,EDR 11 - 7 County Twin Cities,empYear,2473,Seven County Mpls-St Paul
2008,Farm Supplies Merchant Wholesalers,EDR 11 - 7 County Twin Cities,empYear,1290,Seven County Mpls-St Paul
2007,"Total, All Industries",EDR 11 - 7 County Twin Cities,empYear,1622687,Seven County Mpls-St Paul
2007,Crop Production,EDR 11 - 7 County Twin Cities,empYear,2689,Seven County Mpls-St Paul
2007,Animal Production and Aquaculture,EDR 11 - 7 County Twin Cities,empYear,160,Seven County Mpls-St Paul
2007,Support Activities for Crop Production,EDR 11 - 7 County Twin Cities,empYear,92,Seven County Mpls-St Paul
2007,Support Activities for Animal Production,EDR 11 - 7 County Twin Cities,empYear,174,Seven County Mpls-St Paul
2007,Food Manufacturing,EDR 11 - 7 County Twin Cities,empYear,10318,Seven County Mpls-St Paul
2007,"Pesticide, Fertilizer, and Other Agricultural Chemical Manufacturing",EDR 11 - 7 County Twin Cities,empYear,65,Seven County Mpls-St Paul
2007,Agricultural Implement Manufacturing,EDR 11 - 7 County Twin Cities,empYear,1598,Seven County Mpls-St Paul
2007,Farm Product Raw Material Merchant Wholesalers,EDR 11 - 7 County Twin Cities,empYear,2517,Seven County Mpls-St Paul
2007,Farm Supplies Merchant Wholesalers,EDR 11 - 7 County Twin Cities,empYear,1458,Seven County Mpls-St Paul
2006,"Total, All Industries",EDR 11 - 7 County Twin Cities,empYear,1615271,Seven County Mpls-St Paul
2006,Crop Production,EDR 11 - 7 County Twin Cities,empYear,2688,Seven County Mpls-St Paul
2006,Animal Production and Aquaculture,EDR 11 - 7 County Twin Cities,empYear,95,Seven County Mpls-St Paul
2006,Support Activities for Crop Production,EDR 11 - 7 County Twin Cities,empYear,86,Seven County Mpls-St Paul
2006,Support Activities for Animal Production,EDR 11 - 7 County Twin Cities,empYear,247,Seven County Mpls-St Paul
2006,Food Manufacturing,EDR 11 - 7 County Twin Cities,empYear,10353,Seven County Mpls-St Paul
2006,"Pesticide, Fertilizer, and Other Agricultural Chemical Manufacturing",EDR 11 - 7 County Twin Cities,empYear,65,Seven County Mpls-St Paul
2006,Agricultural Implement Manufacturing,EDR 11 - 7 County Twin Cities,empYear,624,Seven County Mpls-St Paul
2006,Farm Product Raw Material Merchant Wholesalers,EDR 11 - 7 County Twin Cities,empYear,2429,Seven County Mpls-St Paul
2006,Farm Supplies Merchant Wholesalers,EDR 11 - 7 County Twin Cities,empYear,1418,Seven County Mpls-St Paul
2005,"Total, All Industries",EDR 11 - 7 County Twin Cities,empYear,1593962,Seven County Mpls-St Paul
2005,Crop Production,EDR 11 - 7 County Twin Cities,empYear,2714,Seven County Mpls-St Paul
2005,Animal Production and Aquaculture,EDR 11 - 7 County Twin Cities,empYear,140,Seven County Mpls-St Paul
2005,Support Activities for Crop Production,EDR 11 - 7 County Twin Cities,empYear,20,Seven County Mpls-St Paul
2005,Support Activities for Animal Production,EDR 11 - 7 County Twin Cities,empYear,209,Seven County Mpls-St Paul
2005,Food Manufacturing,EDR 11 - 7 County Twin Cities,empYear,10634,Seven County Mpls-St Paul
2005,Farm Product Raw Material Merchant Wholesalers,EDR 11 - 7 County Twin Cities,empYear,2436,Seven County Mpls-St Paul
2005,Farm Supplies Merchant Wholesalers,EDR 11 - 7 County Twin Cities,empYear,1449,Seven County Mpls-St Paul
2004,"Total, All Industries",EDR 11 - 7 County Twin Cities,empYear,1573592,Seven County Mpls-St Paul
2004,Crop Production,EDR 11 - 7 County Twin Cities,empYear,2717,Seven County Mpls-St Paul
2004,Animal Production and Aquaculture,EDR 11 - 7 County Twin Cities,empYear,130,Seven County Mpls-St Paul
2004,Support Activities for Animal Production,EDR 11 - 7 County Twin Cities,empYear,193,Seven County Mpls-St Paul
2004,Food Manufacturing,EDR 11 - 7 County Twin Cities,empYear,11146,Seven County Mpls-St Paul
2004,Farm Product Raw Material Merchant Wholesalers,EDR 11 - 7 County Twin Cities,empYear,2022,Seven County Mpls-St Paul
2004,Farm Supplies Merchant Wholesalers,EDR 11 - 7 County Twin Cities,empYear,1564,Seven County Mpls-St Paul
2003,"Total, All Industries",EDR 11 - 7 County Twin Cities,empYear,1561059,Seven County Mpls-St Paul
2003,Crop Production,EDR 11 - 7 County Twin Cities,empYear,2396,Seven County Mpls-St Paul
2003,Animal Production and Aquaculture,EDR 11 - 7 County Twin Cities,empYear,132,Seven County Mpls-St Paul
2003,Support Activities for Animal Production,EDR 11 - 7 County Twin Cities,empYear,190,Seven County Mpls-St Paul
2003,Food Manufacturing,EDR 11 - 7 County Twin Cities,empYear,12521,Seven County Mpls-St Paul
2003,"Pesticide, Fertilizer, and Other Agricultural Chemical Manufacturing",EDR 11 - 7 County Twin Cities,empYear,7,Seven County Mpls-St Paul
2003,Farm Product Raw Material Merchant Wholesalers,EDR 11 - 7 County Twin Cities,empYear,1976,Seven County Mpls-St Paul
2003,Farm Supplies Merchant Wholesalers,EDR 11 - 7 County Twin Cities,empYear,1196,Seven County Mpls-St Paul
2002,"Total, All Industries",EDR 11 - 7 County Twin Cities,empYear,1565539,Seven County Mpls-St Paul
2002,Crop Production,EDR 11 - 7 County Twin Cities,empYear,2422,Seven County Mpls-St Paul
2002,Animal Production and Aquaculture,EDR 11 - 7 County Twin Cities,empYear,55,Seven County Mpls-St Paul
2002,Support Activities for Animal Production,EDR 11 - 7 County Twin Cities,empYear,212,Seven County Mpls-St Paul
2002,Food Manufacturing,EDR 11 - 7 County Twin Cities,empYear,12339,Seven County Mpls-St Paul
2002,"Pesticide, Fertilizer, and Other Agricultural Chemical Manufacturing",EDR 11 - 7 County Twin Cities,empYear,13,Seven County Mpls-St Paul
2002,Farm Product Raw Material Merchant Wholesalers,EDR 11 - 7 County Twin Cities,empYear,1700,Seven County Mpls-St Paul
2002,Farm Supplies Merchant Wholesalers,EDR 11 - 7 County Twin Cities,empYear,1148,Seven County Mpls-St Paul
2001,"Total, All Industries",EDR 11 - 7 County Twin Cities,empYear,1598237,Seven County Mpls-St Paul
2001,Crop Production,EDR 11 - 7 County Twin Cities,empYear,2369,Seven County Mpls-St Paul
2001,Animal Production and Aquaculture,EDR 11 - 7 County Twin Cities,empYear,84,Seven County Mpls-St Paul
2001,Support Activities for Crop Production,EDR 11 - 7 County Twin Cities,empYear,64,Seven County Mpls-St Paul
2001,Support Activities for Animal Production,EDR 11 - 7 County Twin Cities,empYear,117,Seven County Mpls-St Paul
2001,Food Manufacturing,EDR 11 - 7 County Twin Cities,empYear,12323,Seven County Mpls-St Paul
2001,"Pesticide, Fertilizer, and Other Agricultural Chemical Manufacturing",EDR 11 - 7 County Twin Cities,empYear,58,Seven County Mpls-St Paul
2001,Agricultural Implement Manufacturing,EDR 11 - 7 County Twin Cities,empYear,1627,Seven County Mpls-St Paul
2001,Farm Product Raw Material Merchant Wholesalers,EDR 11 - 7 County Twin Cities,empYear,1372,Seven County Mpls-St Paul
2001,Farm Supplies Merchant Wholesalers,EDR 11 - 7 County Twin Cities,empYear,944,Seven County Mpls-St Paul
