periodyear,naicstitle,Name,emp.break,emp,countyfp,Dem_RUCA,Dem_Desc,edr,planning.region
2002,"Total, All Industries",Beltrami,empYear,17609,007,B,Town/rural mix,EDR 2 - Headwaters,Northwest
2002,Farm Supplies Merchant Wholesalers,Beltrami,empYear,14,007,B,Town/rural mix,EDR 2 - Headwaters,Northwest
2001,"Total, All Industries",Beltrami,empYear,17292,007,B,Town/rural mix,EDR 2 - Headwaters,Northwest
2001,Farm Supplies Merchant Wholesalers,Beltrami,empYear,16,007,B,Town/rural mix,EDR 2 - Headwaters,Northwest
2018,"Total, All Industries",Benton,empYear,17255,009,C,Urban/town/rural mix,EDR 7W- Central,Central
2018,Crop Production,Benton,empYear,76,009,C,Urban/town/rural mix,EDR 7W- Central,Central
2018,Support Activities for Animal Production,Benton,empYear,11,009,C,Urban/town/rural mix,EDR 7W- Central,Central
2018,Food Manufacturing,Benton,empYear,724,009,C,Urban/town/rural mix,EDR 7W- Central,Central
2017,"Total, All Industries",Benton,empYear,17462,009,C,Urban/town/rural mix,EDR 7W- Central,Central
2017,Crop Production,Benton,empYear,61,009,C,Urban/town/rural mix,EDR 7W- Central,Central
2017,Support Activities for Animal Production,Benton,empYear,11,009,C,Urban/town/rural mix,EDR 7W- Central,Central
2017,Food Manufacturing,Benton,empYear,730,009,C,Urban/town/rural mix,EDR 7W- Central,Central
2016,"Total, All Industries",Benton,empYear,17173,009,C,Urban/town/rural mix,EDR 7W- Central,Central
2016,Crop Production,Benton,empYear,56,009,C,Urban/town/rural mix,EDR 7W- Central,Central
2016,Support Activities for Animal Production,Benton,empYear,10,009,C,Urban/town/rural mix,EDR 7W- Central,Central
2016,Food Manufacturing,Benton,empYear,773,009,C,Urban/town/rural mix,EDR 7W- Central,Central
2015,"Total, All Industries",Benton,empYear,16861,009,C,Urban/town/rural mix,EDR 7W- Central,Central
2015,Crop Production,Benton,empYear,49,009,C,Urban/town/rural mix,EDR 7W- Central,Central
2015,Animal Production and Aquaculture,Benton,empYear,106,009,C,Urban/town/rural mix,EDR 7W- Central,Central
2015,Food Manufacturing,Benton,empYear,666,009,C,Urban/town/rural mix,EDR 7W- Central,Central
2014,"Total, All Industries",Benton,empYear,17185,009,C,Urban/town/rural mix,EDR 7W- Central,Central
2014,Crop Production,Benton,empYear,25,009,C,Urban/town/rural mix,EDR 7W- Central,Central
2014,Animal Production and Aquaculture,Benton,empYear,179,009,C,Urban/town/rural mix,EDR 7W- Central,Central
2014,Food Manufacturing,Benton,empYear,683,009,C,Urban/town/rural mix,EDR 7W- Central,Central
2013,"Total, All Industries",Benton,empYear,16759,009,C,Urban/town/rural mix,EDR 7W- Central,Central
2013,Crop Production,Benton,empYear,40,009,C,Urban/town/rural mix,EDR 7W- Central,Central
2013,Animal Production and Aquaculture,Benton,empYear,181,009,C,Urban/town/rural mix,EDR 7W- Central,Central
2013,Food Manufacturing,Benton,empYear,647,009,C,Urban/town/rural mix,EDR 7W- Central,Central
2012,"Total, All Industries",Benton,empYear,16072,009,C,Urban/town/rural mix,EDR 7W- Central,Central
2012,Crop Production,Benton,empYear,40,009,C,Urban/town/rural mix,EDR 7W- Central,Central
2012,Animal Production and Aquaculture,Benton,empYear,176,009,C,Urban/town/rural mix,EDR 7W- Central,Central
2012,Support Activities for Animal Production,Benton,empYear,7,009,C,Urban/town/rural mix,EDR 7W- Central,Central
2012,Food Manufacturing,Benton,empYear,619,009,C,Urban/town/rural mix,EDR 7W- Central,Central
2011,"Total, All Industries",Benton,empYear,15912,009,C,Urban/town/rural mix,EDR 7W- Central,Central
2011,Crop Production,Benton,empYear,25,009,C,Urban/town/rural mix,EDR 7W- Central,Central
2011,Animal Production and Aquaculture,Benton,empYear,162,009,C,Urban/town/rural mix,EDR 7W- Central,Central
2011,Food Manufacturing,Benton,empYear,667,009,C,Urban/town/rural mix,EDR 7W- Central,Central
2010,"Total, All Industries",Benton,empYear,15824,009,C,Urban/town/rural mix,EDR 7W- Central,Central
2010,Animal Production and Aquaculture,Benton,empYear,152,009,C,Urban/town/rural mix,EDR 7W- Central,Central
2010,Food Manufacturing,Benton,empYear,703,009,C,Urban/town/rural mix,EDR 7W- Central,Central
2009,"Total, All Industries",Benton,empYear,16088,009,C,Urban/town/rural mix,EDR 7W- Central,Central
2009,Animal Production and Aquaculture,Benton,empYear,156,009,C,Urban/town/rural mix,EDR 7W- Central,Central
2009,Food Manufacturing,Benton,empYear,686,009,C,Urban/town/rural mix,EDR 7W- Central,Central
2008,"Total, All Industries",Benton,empYear,16145,009,C,Urban/town/rural mix,EDR 7W- Central,Central
2008,Crop Production,Benton,empYear,31,009,C,Urban/town/rural mix,EDR 7W- Central,Central
2008,Animal Production and Aquaculture,Benton,empYear,29,009,C,Urban/town/rural mix,EDR 7W- Central,Central
2008,Food Manufacturing,Benton,empYear,272,009,C,Urban/town/rural mix,EDR 7W- Central,Central
2007,"Total, All Industries",Benton,empYear,16526,009,C,Urban/town/rural mix,EDR 7W- Central,Central
2007,Crop Production,Benton,empYear,6,009,C,Urban/town/rural mix,EDR 7W- Central,Central
2007,Animal Production and Aquaculture,Benton,empYear,86,009,C,Urban/town/rural mix,EDR 7W- Central,Central
2007,Food Manufacturing,Benton,empYear,657,009,C,Urban/town/rural mix,EDR 7W- Central,Central
2006,"Total, All Industries",Benton,empYear,16661,009,C,Urban/town/rural mix,EDR 7W- Central,Central
2006,Crop Production,Benton,empYear,5,009,C,Urban/town/rural mix,EDR 7W- Central,Central
2006,Animal Production and Aquaculture,Benton,empYear,155,009,C,Urban/town/rural mix,EDR 7W- Central,Central
2006,Food Manufacturing,Benton,empYear,651,009,C,Urban/town/rural mix,EDR 7W- Central,Central
2005,"Total, All Industries",Benton,empYear,16189,009,C,Urban/town/rural mix,EDR 7W- Central,Central
2005,Animal Production and Aquaculture,Benton,empYear,150,009,C,Urban/town/rural mix,EDR 7W- Central,Central
2005,Food Manufacturing,Benton,empYear,627,009,C,Urban/town/rural mix,EDR 7W- Central,Central
2004,"Total, All Industries",Benton,empYear,14655,009,C,Urban/town/rural mix,EDR 7W- Central,Central
2004,Crop Production,Benton,empYear,7,009,C,Urban/town/rural mix,EDR 7W- Central,Central
2004,Animal Production and Aquaculture,Benton,empYear,151,009,C,Urban/town/rural mix,EDR 7W- Central,Central
2004,Food Manufacturing,Benton,empYear,114,009,C,Urban/town/rural mix,EDR 7W- Central,Central
2003,"Total, All Industries",Benton,empYear,14415,009,C,Urban/town/rural mix,EDR 7W- Central,Central
2003,Animal Production and Aquaculture,Benton,empYear,153,009,C,Urban/town/rural mix,EDR 7W- Central,Central
2003,Food Manufacturing,Benton,empYear,571,009,C,Urban/town/rural mix,EDR 7W- Central,Central
2002,"Total, All Industries",Benton,empYear,14258,009,C,Urban/town/rural mix,EDR 7W- Central,Central
2002,Crop Production,Benton,empYear,28,009,C,Urban/town/rural mix,EDR 7W- Central,Central
2002,Animal Production and Aquaculture,Benton,empYear,160,009,C,Urban/town/rural mix,EDR 7W- Central,Central
2002,Food Manufacturing,Benton,empYear,574,009,C,Urban/town/rural mix,EDR 7W- Central,Central
2001,"Total, All Industries",Benton,empYear,14250,009,C,Urban/town/rural mix,EDR 7W- Central,Central
2001,Animal Production and Aquaculture,Benton,empYear,186,009,C,Urban/town/rural mix,EDR 7W- Central,Central
2001,Food Manufacturing,Benton,empYear,561,009,C,Urban/town/rural mix,EDR 7W- Central,Central
2018,"Total, All Industries",Big Stone,empYear,1697,011,A,Entirely rural,EDR 6W- Upper Minnesota Valley,Southwest
2018,Animal Production and Aquaculture,Big Stone,empYear,14,011,A,Entirely rural,EDR 6W- Upper Minnesota Valley,Southwest
2017,"Total, All Industries",Big Stone,empYear,1742,011,A,Entirely rural,EDR 6W- Upper Minnesota Valley,Southwest
2017,Animal Production and Aquaculture,Big Stone,empYear,5,011,A,Entirely rural,EDR 6W- Upper Minnesota Valley,Southwest
2016,"Total, All Industries",Big Stone,empYear,1824,011,A,Entirely rural,EDR 6W- Upper Minnesota Valley,Southwest
2015,"Total, All Industries",Big Stone,empYear,1753,011,A,Entirely rural,EDR 6W- Upper Minnesota Valley,Southwest
2015,Animal Production and Aquaculture,Big Stone,empYear,6,011,A,Entirely rural,EDR 6W- Upper Minnesota Valley,Southwest
2014,"Total, All Industries",Big Stone,empYear,1756,011,A,Entirely rural,EDR 6W- Upper Minnesota Valley,Southwest
2013,"Total, All Industries",Big Stone,empYear,1733,011,A,Entirely rural,EDR 6W- Upper Minnesota Valley,Southwest
2013,Animal Production and Aquaculture,Big Stone,empYear,4,011,A,Entirely rural,EDR 6W- Upper Minnesota Valley,Southwest
2012,"Total, All Industries",Big Stone,empYear,1904,011,A,Entirely rural,EDR 6W- Upper Minnesota Valley,Southwest
2012,Animal Production and Aquaculture,Big Stone,empYear,3,011,A,Entirely rural,EDR 6W- Upper Minnesota Valley,Southwest
2011,"Total, All Industries",Big Stone,empYear,1908,011,A,Entirely rural,EDR 6W- Upper Minnesota Valley,Southwest
2011,Animal Production and Aquaculture,Big Stone,empYear,4,011,A,Entirely rural,EDR 6W- Upper Minnesota Valley,Southwest
2010,"Total, All Industries",Big Stone,empYear,1924,011,A,Entirely rural,EDR 6W- Upper Minnesota Valley,Southwest
2009,"Total, All Industries",Big Stone,empYear,1956,011,A,Entirely rural,EDR 6W- Upper Minnesota Valley,Southwest
2008,"Total, All Industries",Big Stone,empYear,1927,011,A,Entirely rural,EDR 6W- Upper Minnesota Valley,Southwest
2007,"Total, All Industries",Big Stone,empYear,1935,011,A,Entirely rural,EDR 6W- Upper Minnesota Valley,Southwest
2007,Farm Product Raw Material Merchant Wholesalers,Big Stone,empYear,11,011,A,Entirely rural,EDR 6W- Upper Minnesota Valley,Southwest
2006,"Total, All Industries",Big Stone,empYear,1925,011,A,Entirely rural,EDR 6W- Upper Minnesota Valley,Southwest
2006,Farm Product Raw Material Merchant Wholesalers,Big Stone,empYear,12,011,A,Entirely rural,EDR 6W- Upper Minnesota Valley,Southwest
2005,"Total, All Industries",Big Stone,empYear,1871,011,A,Entirely rural,EDR 6W- Upper Minnesota Valley,Southwest
2005,Farm Product Raw Material Merchant Wholesalers,Big Stone,empYear,39,011,A,Entirely rural,EDR 6W- Upper Minnesota Valley,Southwest
2004,"Total, All Industries",Big Stone,empYear,1871,011,A,Entirely rural,EDR 6W- Upper Minnesota Valley,Southwest
2004,Farm Product Raw Material Merchant Wholesalers,Big Stone,empYear,37,011,A,Entirely rural,EDR 6W- Upper Minnesota Valley,Southwest
2003,"Total, All Industries",Big Stone,empYear,1888,011,A,Entirely rural,EDR 6W- Upper Minnesota Valley,Southwest
2003,Farm Product Raw Material Merchant Wholesalers,Big Stone,empYear,18,011,A,Entirely rural,EDR 6W- Upper Minnesota Valley,Southwest
2002,"Total, All Industries",Big Stone,empYear,1896,011,A,Entirely rural,EDR 6W- Upper Minnesota Valley,Southwest
2001,"Total, All Industries",Big Stone,empYear,1841,011,A,Entirely rural,EDR 6W- Upper Minnesota Valley,Southwest
2018,"Total, All Industries",Blue Earth,empYear,40105,013,D,Entirely urban,EDR 9 - South Central,Southwest
2018,Animal Production and Aquaculture,Blue Earth,empYear,222,013,D,Entirely urban,EDR 9 - South Central,Southwest
2018,Support Activities for Crop Production,Blue Earth,empYear,31,013,D,Entirely urban,EDR 9 - South Central,Southwest
2018,Support Activities for Animal Production,Blue Earth,empYear,35,013,D,Entirely urban,EDR 9 - South Central,Southwest
2018,Food Manufacturing,Blue Earth,empYear,894,013,D,Entirely urban,EDR 9 - South Central,Southwest
2018,Farm Product Raw Material Merchant Wholesalers,Blue Earth,empYear,151,013,D,Entirely urban,EDR 9 - South Central,Southwest
2018,Farm Supplies Merchant Wholesalers,Blue Earth,empYear,92,013,D,Entirely urban,EDR 9 - South Central,Southwest
2017,"Total, All Industries",Blue Earth,empYear,40210,013,D,Entirely urban,EDR 9 - South Central,Southwest
2017,Animal Production and Aquaculture,Blue Earth,empYear,231,013,D,Entirely urban,EDR 9 - South Central,Southwest
2017,Support Activities for Crop Production,Blue Earth,empYear,57,013,D,Entirely urban,EDR 9 - South Central,Southwest
2017,Support Activities for Animal Production,Blue Earth,empYear,62,013,D,Entirely urban,EDR 9 - South Central,Southwest
2017,Food Manufacturing,Blue Earth,empYear,902,013,D,Entirely urban,EDR 9 - South Central,Southwest
2017,Farm Product Raw Material Merchant Wholesalers,Blue Earth,empYear,146,013,D,Entirely urban,EDR 9 - South Central,Southwest
2016,"Total, All Industries",Blue Earth,empYear,39647,013,D,Entirely urban,EDR 9 - South Central,Southwest
2016,Crop Production,Blue Earth,empYear,105,013,D,Entirely urban,EDR 9 - South Central,Southwest
2016,Animal Production and Aquaculture,Blue Earth,empYear,238,013,D,Entirely urban,EDR 9 - South Central,Southwest
2016,Support Activities for Animal Production,Blue Earth,empYear,27,013,D,Entirely urban,EDR 9 - South Central,Southwest
2016,Food Manufacturing,Blue Earth,empYear,905,013,D,Entirely urban,EDR 9 - South Central,Southwest
2016,Farm Product Raw Material Merchant Wholesalers,Blue Earth,empYear,278,013,D,Entirely urban,EDR 9 - South Central,Southwest
2015,"Total, All Industries",Blue Earth,empYear,38668,013,D,Entirely urban,EDR 9 - South Central,Southwest
2015,Crop Production,Blue Earth,empYear,68,013,D,Entirely urban,EDR 9 - South Central,Southwest
2015,Animal Production and Aquaculture,Blue Earth,empYear,240,013,D,Entirely urban,EDR 9 - South Central,Southwest
2015,Food Manufacturing,Blue Earth,empYear,861,013,D,Entirely urban,EDR 9 - South Central,Southwest
2015,Farm Product Raw Material Merchant Wholesalers,Blue Earth,empYear,275,013,D,Entirely urban,EDR 9 - South Central,Southwest
2014,"Total, All Industries",Blue Earth,empYear,38064,013,D,Entirely urban,EDR 9 - South Central,Southwest
2014,Crop Production,Blue Earth,empYear,56,013,D,Entirely urban,EDR 9 - South Central,Southwest
2014,Animal Production and Aquaculture,Blue Earth,empYear,234,013,D,Entirely urban,EDR 9 - South Central,Southwest
2014,Food Manufacturing,Blue Earth,empYear,1058,013,D,Entirely urban,EDR 9 - South Central,Southwest
2014,Farm Product Raw Material Merchant Wholesalers,Blue Earth,empYear,264,013,D,Entirely urban,EDR 9 - South Central,Southwest
2014,Farm Supplies Merchant Wholesalers,Blue Earth,empYear,72,013,D,Entirely urban,EDR 9 - South Central,Southwest
2013,"Total, All Industries",Blue Earth,empYear,37903,013,D,Entirely urban,EDR 9 - South Central,Southwest
2013,Crop Production,Blue Earth,empYear,58,013,D,Entirely urban,EDR 9 - South Central,Southwest
2013,Animal Production and Aquaculture,Blue Earth,empYear,228,013,D,Entirely urban,EDR 9 - South Central,Southwest
2013,Food Manufacturing,Blue Earth,empYear,980,013,D,Entirely urban,EDR 9 - South Central,Southwest
2013,Farm Product Raw Material Merchant Wholesalers,Blue Earth,empYear,254,013,D,Entirely urban,EDR 9 - South Central,Southwest
2013,Farm Supplies Merchant Wholesalers,Blue Earth,empYear,158,013,D,Entirely urban,EDR 9 - South Central,Southwest
2012,"Total, All Industries",Blue Earth,empYear,37470,013,D,Entirely urban,EDR 9 - South Central,Southwest
2012,Crop Production,Blue Earth,empYear,85,013,D,Entirely urban,EDR 9 - South Central,Southwest
2012,Animal Production and Aquaculture,Blue Earth,empYear,249,013,D,Entirely urban,EDR 9 - South Central,Southwest
2012,Food Manufacturing,Blue Earth,empYear,798,013,D,Entirely urban,EDR 9 - South Central,Southwest
2012,Farm Product Raw Material Merchant Wholesalers,Blue Earth,empYear,251,013,D,Entirely urban,EDR 9 - South Central,Southwest
2012,Farm Supplies Merchant Wholesalers,Blue Earth,empYear,155,013,D,Entirely urban,EDR 9 - South Central,Southwest
2011,"Total, All Industries",Blue Earth,empYear,36900,013,D,Entirely urban,EDR 9 - South Central,Southwest
2011,Crop Production,Blue Earth,empYear,61,013,D,Entirely urban,EDR 9 - South Central,Southwest
2011,Animal Production and Aquaculture,Blue Earth,empYear,241,013,D,Entirely urban,EDR 9 - South Central,Southwest
2011,Support Activities for Crop Production,Blue Earth,empYear,2,013,D,Entirely urban,EDR 9 - South Central,Southwest
2011,Food Manufacturing,Blue Earth,empYear,749,013,D,Entirely urban,EDR 9 - South Central,Southwest
2011,Farm Product Raw Material Merchant Wholesalers,Blue Earth,empYear,245,013,D,Entirely urban,EDR 9 - South Central,Southwest
2011,Farm Supplies Merchant Wholesalers,Blue Earth,empYear,160,013,D,Entirely urban,EDR 9 - South Central,Southwest
2010,"Total, All Industries",Blue Earth,empYear,36192,013,D,Entirely urban,EDR 9 - South Central,Southwest
2010,Crop Production,Blue Earth,empYear,57,013,D,Entirely urban,EDR 9 - South Central,Southwest
2010,Animal Production and Aquaculture,Blue Earth,empYear,235,013,D,Entirely urban,EDR 9 - South Central,Southwest
2010,Support Activities for Animal Production,Blue Earth,empYear,8,013,D,Entirely urban,EDR 9 - South Central,Southwest
2010,Food Manufacturing,Blue Earth,empYear,679,013,D,Entirely urban,EDR 9 - South Central,Southwest
2010,Farm Product Raw Material Merchant Wholesalers,Blue Earth,empYear,235,013,D,Entirely urban,EDR 9 - South Central,Southwest
2010,Farm Supplies Merchant Wholesalers,Blue Earth,empYear,140,013,D,Entirely urban,EDR 9 - South Central,Southwest
2009,"Total, All Industries",Blue Earth,empYear,36140,013,D,Entirely urban,EDR 9 - South Central,Southwest
2009,Crop Production,Blue Earth,empYear,44,013,D,Entirely urban,EDR 9 - South Central,Southwest
2009,Animal Production and Aquaculture,Blue Earth,empYear,259,013,D,Entirely urban,EDR 9 - South Central,Southwest
2009,Support Activities for Crop Production,Blue Earth,empYear,10,013,D,Entirely urban,EDR 9 - South Central,Southwest
2009,Food Manufacturing,Blue Earth,empYear,641,013,D,Entirely urban,EDR 9 - South Central,Southwest
2009,Farm Product Raw Material Merchant Wholesalers,Blue Earth,empYear,228,013,D,Entirely urban,EDR 9 - South Central,Southwest
2009,Farm Supplies Merchant Wholesalers,Blue Earth,empYear,146,013,D,Entirely urban,EDR 9 - South Central,Southwest
2008,"Total, All Industries",Blue Earth,empYear,36945,013,D,Entirely urban,EDR 9 - South Central,Southwest
2008,Crop Production,Blue Earth,empYear,44,013,D,Entirely urban,EDR 9 - South Central,Southwest
2008,Animal Production and Aquaculture,Blue Earth,empYear,278,013,D,Entirely urban,EDR 9 - South Central,Southwest
2008,Support Activities for Crop Production,Blue Earth,empYear,3,013,D,Entirely urban,EDR 9 - South Central,Southwest
2008,Support Activities for Animal Production,Blue Earth,empYear,2,013,D,Entirely urban,EDR 9 - South Central,Southwest
2008,Food Manufacturing,Blue Earth,empYear,637,013,D,Entirely urban,EDR 9 - South Central,Southwest
2008,Farm Product Raw Material Merchant Wholesalers,Blue Earth,empYear,229,013,D,Entirely urban,EDR 9 - South Central,Southwest
2008,Farm Supplies Merchant Wholesalers,Blue Earth,empYear,133,013,D,Entirely urban,EDR 9 - South Central,Southwest
2007,"Total, All Industries",Blue Earth,empYear,37041,013,D,Entirely urban,EDR 9 - South Central,Southwest
2007,Crop Production,Blue Earth,empYear,43,013,D,Entirely urban,EDR 9 - South Central,Southwest
2007,Animal Production and Aquaculture,Blue Earth,empYear,282,013,D,Entirely urban,EDR 9 - South Central,Southwest
2007,Food Manufacturing,Blue Earth,empYear,633,013,D,Entirely urban,EDR 9 - South Central,Southwest
2007,Farm Product Raw Material Merchant Wholesalers,Blue Earth,empYear,223,013,D,Entirely urban,EDR 9 - South Central,Southwest
2007,Farm Supplies Merchant Wholesalers,Blue Earth,empYear,117,013,D,Entirely urban,EDR 9 - South Central,Southwest
